Label,TagSet,AssetType,Asset,AssetParent,isFedBy,City,Building,Wing,Floor,Room,Zone,AssetType2,Asset2
441_U18_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU18,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U18,,,
441_U18_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU18,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U18,,,
441_U19_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,,,
441_U19_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,,,
441_U19_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,,,
441_U19_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,,,
441_U19_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,,,
441_U19_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,,,
441_U19_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U19,,,
441_U1_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU1,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,,,
441_U1_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU1,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,,,
441_U1_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU1,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,,,
441_U1_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU1,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,,,
441_U1_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU1,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,,,
441_U1_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU1,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,,,
441_U1_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU1,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U1,,,
441_U2_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU2,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,,,
441_U2_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU2,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,,,
441_U2_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU2,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,,,
441_U2_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU2,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,,,
441_U2_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU2,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,,,
441_U2_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU2,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,,,
441_U2_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU2,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U2,,,
441_U3_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU3,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,,,
441_U3_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU3,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,,,
441_U3_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU3,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,,,
441_U3_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU3,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,,,
441_U3_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU3,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,,,
441_U3_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU3,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,,,
441_U3_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU3,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U3,,,
441_U4_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU4,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,,,
441_U4_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU4,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,,,
441_U4_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU4,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,,,
441_U4_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU4,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,,,
441_U4_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU4,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,,,
441_U4_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU4,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,,,
441_U4_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU4,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U4,,,
441_U5_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU5,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,,,
441_U5_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU5,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,,,
441_U5_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU5,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,,,
441_U5_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU5,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,,,
441_U5_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU5,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,,,
441_U5_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU5,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,,,
441_U5_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU5,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U5,,,
441_U6_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU6,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,,,
441_U6_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU6,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,,,
441_U6_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU6,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,,,
441_U6_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU6,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,,,
441_U6_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU6,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,,,
441_U6_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU6,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,,,
441_U6_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU6,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U6,,,
441_U7_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU7,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,,,
441_U7_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU7,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,,,
441_U7_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU7,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,,,
441_U7_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU7,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,,,
441_U7_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU7,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,,,
441_U7_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU7,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,,,
441_U7_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU7,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U7,,,
441_U8_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU8,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,,,
441_U8_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU8,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,,,
441_U8_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU8,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,,,
441_U8_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU8,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,,,
441_U8_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU8,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,,,
441_U8_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU8,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,,,
441_U8_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU8,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U8,,,
441_U9_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU9,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,,,
441_U9_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU9,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,,,
441_U9_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU9,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,,,
441_U9_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU9,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,,,
441_U9_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU9,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,,,
441_U9_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU9,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,,,
441_U9_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU9,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,FirstFloor,SOR44_1_U9,,,
44G_U10_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU10,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,,,
44G_U10_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU10,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,,,
44G_U10_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU10,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,,,
44G_U10_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU10,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,,,
44G_U10_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU10,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,,,
44G_U10_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU10,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,,,
44G_U10_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU10,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U10,,,
44G_U11_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU11,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,,,
44G_U11_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU11,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,,,
44G_U11_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU11,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,,,
44G_U11_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU11,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,,,
44G_U11_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU11,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,,,
44G_U11_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU11,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,,,
44G_U11_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU11,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U11,,,
44G_U12_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU12,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,,,
44G_U12_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU12,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,,,
44G_U12_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU12,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,,,
44G_U12_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU12,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,,,
44G_U12_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU12,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,,,
44G_U12_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU12,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,,,
44G_U12_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU12,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U12,,,
44G_U13_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU13,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,,,
44G_U13_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU13,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,,,
44G_U13_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU13,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,,,
44G_U13_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU13,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,,,
44G_U13_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU13,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,,,
44G_U13_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU13,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,,,
44G_U13_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU13,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U13,,,
44G_U14_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU14,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,,,
44G_U14_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU14,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,,,
44G_U14_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU14,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,,,
44G_U14_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU14,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,,,
44G_U14_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU14,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,,,
44G_U14_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU14,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,,,
44G_U14_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU14,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U14,,,
44G_U15_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU15,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,,,
44G_U15_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU15,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,,,
44G_U15_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU15,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,,,
44G_U15_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU15,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,,,
44G_U15_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU15,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,,,
44G_U15_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU15,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,,,
44G_U15_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU15,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U15,,,
44G_U16_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU16,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,,,
44G_U16_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU16,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,,,
44G_U16_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU16,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,,,
44G_U16_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU16,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,,,
44G_U16_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU16,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,,,
44G_U16_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU16,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,,,
44G_U16_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU16,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U16,,,
44G_U17_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU17,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,,,
44G_U17_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU17,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,,,
44G_U17_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU17,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,,,
44G_U17_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU17,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,,,
44G_U17_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU17,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,,,
44G_U17_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU17,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,,,
44G_U17_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU17,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U17,,,
44G_U18_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU18,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,,,
44G_U18_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU18,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,,,
44G_U18_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU18,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,,,
44G_U18_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU18,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,,,
44G_U18_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU18,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,,,
44G_U18_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU18,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,,,
44G_U18_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,44-FCU18,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U18,,,
44G_U19_CLG_VLV,FCU_Cooling_Valve_Command,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,,,
44G_U19_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,,,
44G_U19_FAN_SPD,FCU_VFD_Speed_Command,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,,,
44G_U19_FCU_FAULT,FCU_Fault_Status,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,,,
44G_U19_HTG_VLV,FCU_Heating_Valve_Command,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,,,
44G_U19_RAT,FCU_Return_Air_Temperature_Sensor,FCU,44-FCU19,,"AHU3,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR44,GroundFloor,SOR44_G_U19,,,
